Sample_ref,SurveyPeriod,Institute_H,Oocyte_stage_H,Hydration_state,Egg_stage_H,POF_H,Spent_H,Massive_atr_H,Early_alpha_H,Discard_H,Comment_H,Fecundity_H,Spawn_marker_H,Spawning_H,Spawn_atretic_H,Batch_fec_H,Age,CalendarDay,Country,FishLength,FishWeight,Maturity Walsh,Maturity WKMATCH 2012 revised,OvaryWeight,SamplingApproach,StartLatitude,StartLongitude
M054,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,82,ES,36.1,335,3,Bb,25.4,R,43.55,-3.94
M055,3,DTU,4,0,2,1,0,0,1,0,Late atresia,no,yes,yes,yes,no,,82,ES,37.4,370,5,Cb,32.6,R,43.55,-3.94
M056,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,82,ES,37.4,359,3,Bb,25,R,43.55,-3.94
M057,3,WMR,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,,82,ES,33.4,349,5,Cb,17.3,R,43.55,-3.94
M058,3,AZTI,5,3,1,1,0,0,0,0,POF1,no,yes,yes,no,no,4,82,ES,36.1,344,4,Ca,30.8,R,43.55,-3.94
M059,3,IEO,4,0,1,1,0,0,0,0,Numerous hyaline eggs in the central lumen.,no,yes,yes,no,no,11,82,ES,38,397,4,Ca,37,R,43.55,-3.94
M060,3,DTU,4,0,0,1,0,0,1,0,Late atresia,no,yes,yes,yes,no,5,82,ES,36.9,319,5,Cb,18.5,R,43.55,-3.94
M061,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,82,ES,38.7,373,5,Cb,20.3,R,43.55,-3.94
M062,3,WMR,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,9,82,ES,40.7,408,5,Cb,17.6,R,43.55,-3.94
M063,3,AZTI,5,3,0,1,0,0,0,0,POF1,no,yes,yes,no,yes,7,82,ES,36.6,331,4,Ca,23,R,43.55,-3.94
M064,3,IEO,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,82,ES,37.5,373,4,Ca,24.7,R,43.55,-3.94
M065,3,DTU,4,0,0,1,0,0,1,0,Late atresia,no,yes,yes,yes,no,12,82,ES,38.9,443,3,Bb,24.9,R,43.55,-3.94
M066,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,82,ES,37.3,322,5,Cb,11.8,R,43.55,-3.94
M067,3,WMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,82,ES,37.6,326,3,Bb,13.2,R,43.55,-3.94
M068,3,AZTI,5,3,1,1,0,0,0,0,POF1,no,yes,yes,no,no,8,82,ES,37.6,373,4,Ca,28,R,43.55,-3.94
M069,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,4,82,ES,35,282,3,Bb,17.6,R,43.55,-3.94
M070,3,DTU,5,3,1,1,0,0,0,0,Many eggs,no,yes,yes,no,no,3,82,ES,30,218,4,Ca,34.9,R,43.55,-3.94
M071,3,IMR,4,0,1,1,0,0,1,0,,no,yes,yes,yes,no,4,82,ES,35.1,309,4,Ca,19.8,R,43.55,-3.94
M072,3,WMR,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,82,ES,37.3,321,4,Ca,24.4,D,43.55,-3.94
M073,3,AZTI,5,3,1,1,0,0,0,0,POF2,no,yes,yes,no,no,6,82,ES,37.9,357,4,Ca,39.1,D,43.55,-3.94
M074,3,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,82,ES,37.1,379,4,Ca,42.6,D,43.55,-3.94
M075,3,DTU,5,3,1,1,0,0,0,0,Late atresia,no,yes,yes,no,no,8,82,ES,37.6,346,4,Ca,28.8,D,43.55,-3.94
M076,3,IMR,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,4,82,ES,36.2,316.0,4,Ca,20.8,D,43.55,-3.94
M077,3,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,8,89,ES,39,397,4,Ca,21.9,R,43.64,-4.81
M078,3,AZTI,3,0,2,1,0,0,0,0,POF7,no,yes,yes,no,no,2,89,ES,30.5,197,5,Cb,4.1,R,43.64,-4.81
M079,3,IEO,1,0,0,0,1,1,1,0,,no,no,no,no,no,3,89,ES,29,154,2,Ba,1.8,R,43.64,-4.81
M080,3,DTU,2,0,0,0,0,1,1,0,Late atresia. Spawning ended,no,no,no,no,no,2,89,ES,30.9,192,2,Ba,3.1,R,43.64,-4.81
M081,3,IMR,2,0,0,0,1,1,1,1,,no,no,no,no,no,3,89,ES,29.5,166,3,Bb,4.6,R,43.64,-4.81
M082,3,WMR,5,1,0,1,0,1,1,0,,no,yes,no,no,no,7,89,ES,37,293,5,Cb,7.2,R,43.64,-4.81
M083,3,AZTI,3,0,0,1,0,0,0,0,POF7,no,yes,yes,no,no,6,89,ES,36.9,328,5,Cb,9.8,R,43.64,-4.81
M084,3,IEO,4,0,0,1,0,0,1,0,A lot of atresia. Possible massive atresia.,no,yes,yes,yes,no,2,89,ES,30.3,178,5,Cb,4.7,R,43.64,-4.81
M085,3,DTU,2,0,0,0,0,1,0,0,Late atresia. Spawning ended,no,no,no,no,no,2,89,ES,31.7,188,5,Cb,2.9,R,43.64,-4.81
M086,3,IMR,2,0,0,0,1,1,0,1,,no,no,no,no,no,2,89,ES,30.4,201,6,Da,2,R,43.64,-4.81
M087,3,WMR,2,0,0,0,0,1,1,0,lots of atresia,no,no,no,no,no,3,89,ES,31.3,193,5,Cb,3.3,R,43.64,-4.81
M088,3,AZTI,2,0,2,1,1,1,1,0,POF7,no,yes,no,no,no,4,89,ES,33.5,234,2,Ba,2.9,R,43.64,-4.81
M089,3,IEO,5,2,0,1,0,0,0,0,A lot of atresia.,no,yes,yes,no,yes,5,89,ES,35.6,270,4,Ca,10.9,R,43.64,-4.81
M090,3,DTU,2,0,0,0,0,1,1,0,Late atresia. Spawning ended,no,no,no,no,no,3,89,ES,32.4,221,2,Ba,4.2,R,43.64,-4.81
M091,3,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,8,89,ES,40,445,4,Ca,33.2,R,43.64,-4.81
M092,3,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,12,89,ES,39.6,424,4,Ca,29.8,R,43.64,-4.81
M093,3,AZTI,2,0,0,1,1,1,1,0,POF7,no,yes,no,no,no,3,89,ES,33.8,243,5,Cb,4.5,R,43.64,-4.81
M094,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,2,89,ES,30.5,191,5,Cb,5.7,R,43.64,-4.81
M095,3,DTU,4,0,0,1,0,0,1,0,Late atresia,no,yes,yes,yes,no,10,89,ES,40.7,410,5,Cb,19.1,R,43.64,-4.81
M096,3,IMR,5,1,0,0,0,0,1,0,,no,yes,yes,yes,no,,89,ES,39.9,519,3,Bb,44.1,R,43.64,-4.81
M097,3,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,9,89,ES,40,411,4,Ca,34.4,R,43.64,-4.81
M098,3,AZTI,4,0,0,1,0,0,0,0,POF2,no,yes,yes,no,no,6,89,ES,38.5,346,5,Cb,15.6,R,43.64,-4.81
M099,3,IEO,1,0,0,0,1,1,0,0,,no,no,no,no,no,2,89,ES,29,159,6,Da,1.9,R,43.64,-4.81
M100,3,DTU,2,0,0,0,0,1,1,0,Late atresia. Spawning ended,no,no,no,no,no,2,89,ES,30.3,178,2,Ba,4,R,43.64,-4.81
M101,3,IMR,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,5,89,ES,36.2,321,6,Da,14.7,R,43.64,-4.81
M102,3,WMR,1,0,0,1,0,1,1,0,,no,yes,no,no,no,2,89,ES,32.3,206,2,Ba,1.8,R,43.64,-4.81
M103,3,AZTI,2,0,0,1,1,1,1,0,POF7,no,yes,no,no,no,3,89,ES,31.5,209,6,Da,2.2,R,43.64,-4.81
M104,3,IEO,5,3,0,1,0,0,1,0,A lot of atresia.,no,yes,yes,yes,yes,8,89,ES,38.1,348,5,Cb,13.1,R,43.64,-4.81
M105,3,DTU,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,6,89,ES,37.6,345,5,Cb,22.8,R,43.47,-4.72
M106,3,IMR,2,0,0,0,1,0,0,1,,no,no,no,no,no,6,89,ES,34.7,275,5,Cb,4.5,R,43.47,-4.72
M107,3,WMR,4,0,0,0,0,1,1,0,,no,no,no,no,no,4,89,ES,36.8,368,5,Cb,9.4,R,43.47,-4.72
M108,3,AZTI,5,3,1,1,0,0,1,0,POF1,no,yes,yes,yes,no,4,89,ES,34.1,247,5,Cb,14.7,R,43.47,-4.72
M109,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,89,ES,37.3,328,5,Cb,16,R,43.47,-4.72
M110,3,DTU,4,0,0,1,0,0,0,0,Late atresia,no,yes,yes,no,no,8,89,ES,39.9,377,3,Bb,23.6,R,43.47,-4.72
M111,3,IMR,4,0,0,0,1,0,0,1,Old pof´s,no,no,no,no,no,12,89,ES,40.6,429,5,Cb,9.3,R,43.47,-4.72
M112,3,WMR,4,0,0,0,0,0,0,0,"Little tissue and of bad quality, late atresia present",yes,no,no,no,no,8,89,ES,35.5,321,4,Ca,16.5,R,43.47,-4.72
M113,3,AZTI,4,0,0,1,0,1,1,0,POF5,no,yes,no,no,no,9,89,ES,38,341,5,Cb,13,R,43.47,-4.72
M114,3,IEO,4,0,1,1,0,0,1,0,,no,yes,yes,yes,no,9,89,ES,39.1,398,4,Ca,23.2,R,43.47,-4.72
M115,3,DTU,2,0,0,0,0,1,1,0,Late atresia. Spawning ended,no,no,no,no,no,,89,ES,37.4,349,5,Cb,6.6,R,43.47,-4.72
M116,3,IMR,5,1,0,0,0,0,0,0,,no,yes,yes,no,no,6,89,ES,38.1,365,3,Bb,27.8,R,43.47,-4.72
M117,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,89,ES,38.2,370,4,Ca,28.2,R,43.47,-4.72
M118,3,AZTI,4,0,0,0,0,0,1,0,,yes,no,no,no,no,,89,ES,35.4,303,3,Bb,22.3,R,43.47,-4.72
M119,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,89,ES,36.7,314,5,Cb,21.9,R,43.47,-4.72
M120,3,DTU,4,0,0,1,0,0,1,0,Late atresia,no,yes,yes,yes,no,8,89,ES,37.8,336,5,Cb,16.6,R,43.47,-4.72
M121,3,IMR,4,0,0,1,0,0,0,0,"Hadde feil ID (M181), rettet til M121 baser på manglende ID og fiskedata( M121eE)",no,yes,yes,no,no,10,89,ES,39.9,435,5,Cb,21.4,R,43.47,-4.72
M122,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,89,ES,37.9,355,5,Cb,18.2,R,43.47,-4.72
M123,3,AZTI,4,0,0,1,0,1,1,0,POF5,no,yes,no,no,no,6,89,ES,36.5,295,5,Cb,13.2,R,43.47,-4.72
M124,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,11,89,ES,39.9,395,4,Ca,12.3,R,43.47,-4.72
M125,3,DTU,4,0,0,1,0,0,0,0,Late atresia,no,yes,yes,no,no,5,89,ES,36.8,335,4,Ca,22.3,R,43.47,-4.72
M126,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,9,89,ES,38.2,345,4,Ca,16.2,R,43.47,-4.72
M127,3,WMR,3,0,0,1,0,0,0,0,bad quality slide,no,yes,yes,no,no,7,89,ES,37.3,323,4,Ca,22.2,R,43.47,-4.72
M128,3,AZTI,5,3,0,0,0,0,0,0,,no,yes,yes,no,yes,5,89,ES,36.8,343,4,Ca,32.3,R,43.47,-4.72
M129,3,IEO,4,0,1,1,0,0,1,0,Only one early alpha atresia.,no,yes,yes,yes,no,5,89,ES,35.7,278,4,Ca,14.2,R,43.47,-4.72
M130,3,DTU,4,0,0,0,0,0,0,0,A few late atretic,yes,no,no,no,no,10,89,ES,39,384,5,Cb,23.9,R,43.47,-4.72
M131,3,IMR,2,0,1,0,0,1,1,1,Massiv or spent ???,no,yes,no,no,no,2,89,ES,30.8,188,6,Da,3.3,R,43.47,-4.72
M132,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,89,ES,42.3,484,4,Ca,31.4,R,43.47,-4.72
M133,3,AZTI,2,0,0,1,1,1,1,0,POF7,no,yes,no,no,no,8,89,ES,37.9,323,6,Da,6.6,R,43.47,-4.72
M134,3,IEO,4,0,0,1,0,0,0,0,A lot of atresia.,no,yes,yes,no,no,4,89,ES,34.7,270,5,Cb,13.2,R,43.47,-4.72
M135,3,DTU,4,0,0,1,0,0,0,0,Late atresia,no,yes,yes,no,no,,89,ES,39.2,358,4,Ca,20.5,R,43.47,-4.72
M136,3,IMR,5,1,0,1,0,0,0,0,very bad sample-quality,no,yes,yes,no,no,8,89,ES,39.5,389,4,Ca,22.8,R,43.47,-4.72
M137,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,89,ES,37.6,343,4,Ca,16.4,R,43.47,-4.72
M138,3,AZTI,4,0,0,1,0,0,1,0,POF1,no,yes,yes,yes,no,8,89,ES,38,351,4,Ca,17.5,R,43.47,-4.72
M139,3,IEO,4,0,2,1,0,1,1,0,A lot of atresia.,no,yes,no,no,no,5,89,ES,36.6,308,4,Ca,16,R,43.47,-4.72
M140,4,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,100,ES,41.2,516,5,Cb,50.6,R,43.35,-8.74
M141,4,IMR,4,0,0,0,0,0,0,0,Lot of beta atresia,yes,no,no,no,no,6,100,ES,36.5,318,5,Cb,14,R,43.35,-8.74
M142,4,WMR,4,0,0,1,0,0,0,0,old POF,no,yes,yes,no,no,,100,ES,39.4,440,5,Cb,30.2,R,43.35,-8.74
M143,4,AZTI,4,0,0,1,0,0,0,0,POF6,no,yes,yes,no,no,10,100,ES,40.3,448,5,Cb,17,R,43.35,-8.74
M144,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,100,ES,35.6,308,5,Cb,15,R,43.35,-8.74
M145,4,DTU,4,0,0,0,0,0,0,0,Only one Hyd 3. No POFs but spawning appears to have started,yes,no,no,no,no,7,100,ES,39.1,446,5,Cb,34.4,R,43.35,-8.74
M146,4,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,,100,ES,38.9,439,5,Cb,41.9,R,43.35,-8.74
M147,4,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,100,ES,37.9,451,5,Cb,37.2,R,43.35,-8.74
M148,4,AZTI,4,0,0,1,0,0,0,0,POF7,no,yes,yes,no,no,6,100,ES,38.6,406,5,Cb,26.5,R,43.35,-8.74
M149,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,100,ES,40.5,513,5,Cb,39.2,R,43.35,-8.74
M150,4,DTU,5,1,0,1,0,0,0,0,Late atresia,no,yes,yes,no,no,9,100,ES,40.1,443,5,Cb,43.4,R,43.35,-8.74
M151,4,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,100,ES,39.2,422,5,Cb,29.6,R,43.35,-8.74
M152,4,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,11,100,ES,40.6,487,5,Cb,44.1,R,43.35,-8.74
M153,4,AZTI,4,0,0,1,0,0,0,0,POF7,no,yes,yes,no,no,8,100,ES,37.4,388,5,Cb,28.3,R,43.35,-8.74
M154,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,11,100,ES,42.5,604,5,Cb,62.6,R,43.35,-8.74
M155,4,DTU,3,0,2,0,0,0,0,0,Late atresia,no,yes,yes,no,no,10,100,ES,39.4,416,5,Cb,15.8,R,43.35,-8.74
M156,4,IMR,5,3,1,0,0,0,0,0,,no,yes,yes,no,no,9,100,ES,38.4,408,5,Cb,30.4,R,43.35,-8.74
M157,4,WMR,5,1,0,0,0,0,0,0,"bad tissue, old atresia",no,yes,yes,no,no,8,100,ES,39.1,381,4,Ca,28.7,R,43.35,-8.74
M158,4,AZTI,5,3,0,0,0,0,1,0,,no,yes,yes,yes,yes,11,100,ES,41.4,550,4,Ca,66.8,R,43.35,-8.74
M159,4,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,8,100,ES,38,397,5,Cb,17.4,R,43.35,-8.74
M160,4,DTU,4,0,0,0,0,0,0,0,Late atresia,yes,no,no,no,no,8,100,ES,38.9,420,5,Cb,32.9,R,43.35,-8.74
M161,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,6,100,ES,36.4,336,4,Ca,36.2,R,43.35,-8.74
M162,4,WMR,4,0,0,0,0,0,1,0,,yes,no,no,no,no,7,100,ES,37.9,352,5,Cb,18.6,R,43.35,-8.74
M163,4,AZTI,4,0,0,1,0,1,1,0,POF7,no,yes,no,no,no,9,100,ES,38.8,416,5,Cb,18.8,R,43.35,-8.74
M164,4,IEO,2,0,0,1,0,1,1,0,,no,yes,no,no,no,7,100,ES,39,373,5,Cb,7.2,R,43.35,-8.74
M165,4,DTU,4,0,0,1,0,0,1,0,Late atresia. POF state 1,no,yes,yes,yes,no,7,100,ES,38.6,385,5,Cb,16.9,R,43.35,-8.74
M166,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,5,100,ES,38.2,370,5,Cb,21.4,R,43.35,-8.74
M167,4,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,100,ES,40.5,526,5,Cb,40.3,R,43.35,-8.74
M168,4,AZTI,4,0,0,1,0,1,1,0,POF2,no,yes,no,no,no,12,100,ES,39.4,407,5,Cb,15,R,43.35,-8.74
M169,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,100,ES,38,368,5,Cb,31.4,R,43.35,-8.74
M170,4,DTU,5,3,1,1,0,0,0,0,Many Hyd 3,no,yes,yes,no,no,9,100,ES,40.6,544,4,Ca,74.9,R,43.35,-8.74
M171,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,102,ES,38.2,397,4,Ca,35.2,R,43.93,-8
M172,4,WMR,3,0,0,0,0,0,0,0,"bad slide, only few oocytes",yes,no,no,no,no,2,111,ES,28.6,235,3,Bb,9.2,R,43.78,-6.91
M173,4,AZTI,1,0,2,1,1,0,0,0,POF7,no,yes,no,no,no,3,111,ES,30.3,225,2,Ba,1.6,R,43.78,-6.91
M174,4,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,2,111,ES,29.8,242,3,Bb,16.6,R,43.78,-6.91
M175,4,DTU,2,0,2,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,yes,no,no,no,2,111,ES,29.5,208,6,Da,2.3,R,43.78,-6.91
M176,4,IMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,2,111,ES,29.7,225,6,Da,1.9,R,43.78,-6.91
M177,4,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,111,ES,27.8,268,5,Cb,20.6,R,43.78,-6.91
M178,4,AZTI,4,0,0,0,0,1,1,0,,no,no,no,no,no,2,111,ES,29.2,232,5,Cb,9.8,R,43.78,-6.91
M179,4,IEO,1,0,0,0,1,1,0,0,,no,no,no,no,no,2,111,ES,28.8,195,6,Da,1.6,R,43.78,-6.91
M180,4,DTU,1,0,0,0,0,0,0,1,Abnorm,no,no,no,no,no,3,111,ES,29.9,213,2,Ba,2.1,R,43.78,-6.91
M181,4,IMR,1,0,0,0,1,0,0,0,White holes in the tissue,no,no,no,no,no,,111,ES,29.2,191,2,Ba,1.5,R,43.78,-6.91
M182,4,WMR,2,0,0,0,0,1,0,0,,no,no,no,no,no,7,111,ES,37,317,5,Cb,7.1,R,43.78,-6.91
M183,4,AZTI,1,0,0,1,1,0,0,0,POF7,no,yes,no,no,no,2,111,ES,30,227,6,Da,1.9,R,43.78,-6.91
M184,4,IEO,2,0,2,0,0,1,0,0,,no,yes,no,no,no,3,111,ES,31.6,251,5,Cb,4.4,R,43.78,-6.91
M185,4,DTU,2,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,2,111,ES,31,254,5,Cb,2.8,R,43.78,-6.91
M186,4,IMR,1,0,0,0,0,1,0,0,,no,no,no,no,no,2,111,ES,29,195,6,Da,1.8,R,43.78,-6.91
M187,4,WMR,1,0,0,0,0,0,0,0,,no,no,no,no,no,,111,ES,30.5,245,6,Da,2.7,R,43.78,-6.91
M188,4,AZTI,1,0,0,1,1,1,1,0,POF7,no,yes,no,no,no,3,111,ES,29.2,191,5,Cb,2.3,R,43.78,-6.91
M189,4,IEO,2,0,0,0,1,0,0,0,Few and isolated cortical alveoli.,no,no,no,no,no,2,111,ES,31.4,232,6,Da,1.9,R,43.78,-6.91
M190,4,DTU,2,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,3,111,ES,30.2,235,5,Cb,1.8,R,43.78,-6.91
M191,4,IMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,2,111,ES,29.5,194,5,Cb,3.2,R,43.78,-6.91
M192,4,WMR,1,0,0,0,1,0,0,0,,no,no,no,no,no,,111,ES,30.7,235,5,Cb,1.9,R,43.78,-6.91
M193,4,AZTI,2,0,0,1,1,1,1,0,POF7,no,yes,no,no,no,,111,ES,30.2,253,5,Cb,5.7,R,43.78,-6.91
M194,4,IEO,1,0,2,0,1,0,0,0,,no,yes,no,no,no,2,111,ES,27.3,189,2,Ba,1.6,R,43.78,-6.91
M195,4,DTU,1,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,3,111,ES,31.2,249,5,Cb,2.1,R,43.78,-6.91
M196,4,IMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,2,111,ES,29.2,232,3,Bb,22.9,R,43.78,-6.91
M197,4,WMR,2,0,0,0,0,0,0,0,old atresia,no,no,no,no,no,3,111,ES,29.6,217,2,Ba,2.1,R,43.78,-6.91
M198,4,AZTI,2,0,0,1,0,0,0,0,POF7,no,yes,no,no,no,3,111,ES,29.9,219,5,Cb,3.3,R,43.78,-6.91
M199,4,IEO,1,0,0,0,1,1,0,0,,no,no,no,no,no,3,111,ES,30,215,2,Ba,1.7,R,43.78,-6.91
M200,4,DTU,1,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,2,111,ES,29.9,231,6,Da,1.7,R,43.78,-6.91
M201,4,IMR,2,0,0,0,1,0,0,0,White holes in the tissue,no,no,no,no,no,2,111,ES,30.4,221,6,Da,1.9,R,43.78,-6.91
M202,4,WMR,3,0,0,0,0,0,0,0,"bad tissue, few oocytes to screen",yes,no,no,no,no,2,111,ES,31.2,269,3,Bb,19.8,R,43.78,-6.91
M203,4,AZTI,2,0,0,1,0,0,0,0,POF7,no,yes,no,no,no,,111,ES,29.5,211,6,Da,1.9,R,43.78,-6.91
M204,4,IEO,1,0,2,0,1,0,0,0,,no,yes,no,no,no,2,111,ES,29,204,6,Da,2.2,R,43.78,-6.91
M205,4,DTU,2,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,3,113,ES,31,239,2,Ba,1.3,R,43.53,-8.52
M206,4,IMR,2,0,1,0,1,0,0,0,White holes in the tissue,no,yes,no,no,no,2,113,ES,28.7,194,2,Ba,1.7,R,43.53,-8.52
M207,4,WMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,3,113,ES,29,216,3,Bb,3.1,R,43.53,-8.52
M208,4,AZTI,5,1,0,1,0,1,1,0,POF7,no,yes,no,no,no,3,113,ES,28.3,193,3,Bb,3.5,R,43.53,-8.52
M209,4,IEO,2,0,0,1,0,1,0,0,,no,yes,no,no,no,3,113,ES,30,214,6,Da,1.9,R,43.53,-8.52
M210,4,DTU,1,0,0,0,1,0,0,0,Stroma. Thick tunica. Spawning ended,no,no,no,no,no,3,113,ES,31,235,2,Ba,1.5,R,43.53,-8.52
M211,4,IMR,2,0,0,0,1,0,0,0,White holes in the tissue,no,no,no,no,no,,113,ES,29.6,223,2,Ba,2,R,43.53,-8.52
M212,4,WMR,2,0,0,0,1,0,0,0,,no,no,no,no,no,2,113,ES,29.2,217,5,Cb,1.7,R,43.53,-8.52
M213,4,AZTI,2,0,0,1,0,0,0,0,POF7,no,yes,no,no,no,2,113,ES,28.5,202,2,Ba,1.8,R,43.53,-8.52
M214,4,IEO,1,0,0,0,1,0,0,0,,no,no,no,no,no,2,113,ES,29.6,214,2,Ba,2.1,R,43.53,-8.52
M215,4,DTU,2,0,0,0,0,0,0,0,Big lumen. Spent?,no,no,no,no,no,1,113,ES,28.8,191,6,Da,1.4,R,43.53,-8.52
M216,4,IMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,2,113,ES,29.6,227,2,Ba,2.5,R,43.53,-8.52
M217,4,WMR,2,0,0,0,0,0,0,0,old atresia,no,no,no,no,no,2,113,ES,28.3,189,6,Da,1.5,R,43.53,-8.52
M218,4,AZTI,2,0,2,1,0,0,0,0,POF7,no,yes,no,no,no,2,113,ES,29.4,213,5,Cb,2.2,R,43.53,-8.52
M219,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,2,113,ES,28.9,209,3,Bb,17.2,R,43.53,-8.52
M220,4,DTU,1,0,0,0,1,0,0,0,Blood vessels. Spawning ended,no,no,no,no,no,2,113,ES,28.8,196,2,Ba,1.6,R,43.53,-8.52
M221,4,IMR,2,0,0,0,1,0,0,0,White holes in the tissue,no,no,no,no,no,3,113,ES,30.9,248,6,Da,1.9,R,43.53,-8.52
M222,4,WMR,4,0,0,1,0,0,0,0,old atresia,no,yes,yes,no,no,3,113,ES,30.4,235,5,Cb,5,R,43.53,-8.52
M223,4,AZTI,1,0,2,1,1,0,0,0,POF7,no,yes,no,no,no,3,113,ES,29.1,222,2,Ba,1.4,R,43.53,-8.52
M224,4,IEO,1,0,0,0,1,0,0,0,,no,no,no,no,no,3,113,ES,28.6,186,2,Ba,1.4,R,43.53,-8.52
M225,4,DTU,2,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,2,113,ES,27.7,193,2,Ba,1.9,R,43.53,-8.52
M226,4,IMR,2,0,0,0,0,0,0,0,White holes in the tissue,no,no,no,no,no,3,113,ES,31.2,250,2,Ba,2.2,R,43.53,-8.52
M227,4,WMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,3,113,ES,29,203,6,Da,2.3,R,43.53,-8.52
M228,4,AZTI,1,0,2,1,1,0,0,0,POF7,no,yes,no,no,no,3,113,ES,29.5,227,6,Da,2,R,43.53,-8.52
M229,4,IEO,2,0,0,0,0,1,1,0,,no,no,no,no,no,2,113,ES,28.4,178,2,Ba,2.2,R,43.53,-8.52
M230,4,DTU,2,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,3,113,ES,30.5,231,6,Da,2.3,R,43.53,-8.52
M231,4,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,3,113,ES,28.2,200,5,Cb,6.8,R,43.53,-8.52
M232,4,WMR,2,0,0,1,0,0,0,0,,no,yes,no,no,no,2,113,ES,28.1,181,2,Ba,1.6,R,43.53,-8.52
M233,4,AZTI,4,0,2,1,0,0,0,0,POF6,no,yes,yes,no,no,,113,ES,28.1,195,5,Cb,8.4,R,43.53,-8.52
M234,4,IEO,1,0,2,0,1,0,0,0,,no,yes,no,no,no,2,113,ES,28.7,205,6,Da,1.5,R,43.53,-8.52
M235,4,DTU,2,0,0,0,0,1,0,0,Late atresia. Spawning ended,no,no,no,no,no,2,113,ES,29.3,203,2,Ba,2,R,43.53,-8.52
M236,4,IMR,4,0,0,0,0,1,1,0,,no,no,no,no,no,2,113,ES,28.1,161,2,Ba,4,R,43.53,-8.52
